id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
859018,09012621111002313011000000U5,CLINICA QUIRURGICA MARY,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALLE,CHILAPA,CERRADA,NINGUNO,CALLE,MARIANO ABASOLO,CALLE,SAN MARCOS,37.0,,,,,,COLONIA,TLALPAN CENTRO,,,,14000.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,943,5,,ROGELIOSP46@HOTMAIL.COM,,Fijo,19.28596781,-99.17266929,2010-07
1001859,09012621115000031001000000U6,CLINICA SANTISIMA TRINIDAD,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,CALLE,TEPECINTLE,CALLE,TONTLI,CALLE,TEPESCUINCLE,CALLE,TEPETL,4.0,MANZANA 10 LOTE 4,,,0.0,,COLONIA,SANTISIMA TRINIDAD,,,,14429.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,223A,1,5555733968.0,HOSPITALSANTISIMA@GMAIL.COM,,Fijo,19.27254531,-99.18660192,2010-07
852958,09012621111002081001000000U8,CLINICA SERVIMED,SERVIMED SA DE CV,621115,Clínicas de consultorios médicos del sector privado,11 a 30 personas,CALLE,BOULEVARD PICACHO AJUSCO,CALLE,HOMUN,CALLE,TENOSIQUE,CALLE,HUEHUETAN,735.0,,,,,,COLONIA,HEROES DE PADIERNA,,,,14200.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,657,14,,SERVIMED735@GMAIL.COM,WWW.CLINICASERVIMED.ORG,Fijo,19.28546456,-99.21858795,2010-07
11133379,09012621115000241000000000U1,CONSULTA OFTALMOLOGIA,,621115,Clínicas de consultorios médicos del sector privado,0 a 5 personas,AVENIDA,DIVISION DEL NORTE,CALLE,JOSE J. LUGO,CALZADA,CALZADA DEL HUESO,CALLE,DOCTOR ATL,4.0,,MEDI HEALTH,PISO 1,1.0,,COLONIA,BELISARIO DOMIGUEZ,"HOSPITAL, CENTRO MEDICO O CLINICA",MEDI HEALTH,1,14310.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,197,10,5556773302.0,,,Fijo,19.3070483,-99.1325118,2024-11
11145595,09012621111005061000000000U7,CONSULTORIO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MOCTEZUMA,CALLE,ANTIGUO CAMINO A CUERNAVACA,CALLE,NINGUNO,OTRO(ESPECIFIQUE),ARROYO,11.0,A,,,,,PUEBLO,SAN MIGUEL TOPILEJO,,,,14500.0,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo                                                                                           ,2032,30,,,,Fijo,19.1995472,-99.14194009,2024-11
11297829,09012621111005231000000000U6,CONSULTORIO DE MEDICINA GENERAL ACUPUNTURA SIN NOMBRE,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CLUB NECAXA,CALLE,CLUB NECAXA,CALLE,CLUB LAGUNA,CALLE,FEDERACION MEXICANA DE FUTBOL ASOCIACION,25.0,,CONSULTORIOS NECAXA,PISO 2,14.0,,COLONIA,LAZARO CARDENAS,EDIFICIO COMERCIAL Y DE SERVICIOS,CONSULTORIOS NECAXA,14,14370.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,045A,17,5559602479.0,,,Fijo,19.29681467,-99.1395065,2024-11
10273060,09012621111005081000000000U5,CONSULTORIO DOCTOR CHAPUL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,VOLCAN IZTACCIHUATL,CALLE,CHONCHOS,CALLE,OTOMIES,CALLE,PIMAS,45.0,,,,0.0,,COLONIA,PEDREGAL DE LAS AGUILAS,,,,14439.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1142,16,,,,Fijo,19.27044709,-99.17557921,2024-11
9135985,09012621111004931000000000U2,CONSULTORIO DOCTOR MIRANDA,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MOCTEZUMA,CALLE,LLAMAPAN,CALLE,MECACALCO,CALLE,GUAJINTEPEC,2.0,,,,0.0,,COLONIA,CANTERA PUENTE DE PIEDRA,,,,14040.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,22,5534366323.0,DR.MIRANDA_1825@HOTMAIL.COM,,Fijo,19.29939176,-99.16526952,2019-11
850395,09012621111002441000084596S4,CONSULTORIO EL TRIUNFO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,GRECIA,CALLE,SEYE,CALLE,CHICOASEN,CALLE,TIXMEHUAC,623.0,,,,0.0,,COLONIA,LOS ENCINOS,,,,14239.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1299,18,,,,Fijo,19.27729686,-99.22839221,2010-07
9845579,09012621111005301000000000U7,CONSULTORIO FARMACIA 123,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,CALZADA DEL HUESO,CALLE,FRESALES,CALLE,NINGUNO,PERIFERICO,BOULEVARD ADOLFO RUIZ CORTINES,1025.0,,PLAZA CUEMANCO COAPA,PLANTA BAJA,9.0,B,COLONIA,COAPA,CENTRO Y PLAZA COMERCIAL,PLAZA CUEMANCO COAPA,9 B,14336.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1975,47,,,,Fijo,19.29956551,-99.10592534,2024-11
10428887,09012621111005201000000000U9,CONSULTORIO FARMACIA SIMILARES,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,TENOSIQUE,CALLE,BOULEVARD PICACHO AJUSCO,CALLE,HUEHUETAN,CALLE,HOMUN,0.0,SN,,,,,COLONIA,HEROES DE PADIERNA,,,,14200.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,657,14,,,,Fijo,19.28650381,-99.21872015,2024-11
915569,09012621111002381000000000S2,CONSULTORIO FARMACIAS CRISTO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CORREGIDORA,CERRADA,15 DE CORREGIDORA,CALLE,AVENIDA DE LAS TORRES,CALLE,AVENIDA DE LAS TORRES,652.0,MANZANA 4 LOTE 2,,,4.0,,COLONIA,TERCERA DE CORREGIDORA,,,,14250.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,892,25,5517144241.0,,,Fijo,19.27976465,-99.19509981,2014-12
855160,09012621111003671000000000U5,CONSULTORIO FUNDACION BEST,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,BOULEVARD PICACHO AJUSCO,CALLE,HORTENSIA,CALLE,CARDOS,CALLE,BOULEVARD PICACHO AJUSCO,201.0,,,,0.0,,COLONIA,AMPLIACION MIGUEL HIDALGO 3RA SECCION,,,,14250.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1547,9,,,,Fijo,19.2755919,-99.20794801,2014-12
7595443,09012621111004811000000000S6,CONSULTORIO FUNDACION BEST,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,VICENTE GUERRERO,CALLE,MOCTEZUMA,CALLE,IGNACIO ALLENDE,CALLE,MARIANO ABASOLO,1.0,,,,0.0,,PUEBLO,SAN MIGUEL TOPILEJO,,,,14500.0,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo                                                                                           ,2032,8,5558466363.0,,,Fijo,19.20096457,-99.14097513,2019-11
11599044,09012621111005021000000000U1,CONSULTORIO GI,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CERRADA,SEGUNDA CORREGIDORA,CALLE,QUERETARO,CALLE,MICHOACAN,CALLE,CUAUHTEMOTZIN,3.0,,,,,,COLONIA,MIGUEL HIDALGO 1 SECCION,,,,14260.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,091A,12,5540178266.0,,,Fijo,19.28745526,-99.1848075,2024-11
10557392,09012621113006131000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,,TORRE II,PISO 6,621.0,,COLONIA,TORIELLO GUERRA,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE II,SUITE 8,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2024-11
10171850,09012621111005161000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,CALZADA DEL RASTRO,CALLE,VEREDA NACIONAL,AVENIDA,AVENIDA DE LOS ENCINOS,OTRO(ESPECIFIQUE),NINGUNO,0.0,SN,,,,,PUEBLO,SAN MIGUEL TOPILEJO,,,,14500.0,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo                                                                                           ,1782,54,,,,Fijo,19.20200626,-99.13639556,2024-11
11440389,09012621113006221000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,TORRE 1,TORRE II,PISO 7,107.0,,COLONIA,TORIELLO GUERRA,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE II,918,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2024-11
860188,09012621111002141000000000U0,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,RIVER PLATE,CALLE,RACING,CALLE,SPORTING CRISTAL,CALLE,BOTAFOGO,5.0,,,,,,COLONIA,ARBOLEDAS DEL SUR,,,,14376.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,045A,30,,,,Fijo,19.29443072,-99.13937589,2010-07
860105,09012621111000771000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CLUB LEON,CALZADA,ACOXPA,CALLE,SAN JUAN DE DIOS,CALLE,CLUB PACHUCA,37.0,,,,102.0,,MANZANA,CALZ ACOXPA,,,,14370.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,464,13,5556715207.0,,,Fijo,19.29703128,-99.13659128,2010-07
10878240,09012621111005031000000000U0,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS,CALLE,CAMPO FLORIDO,CALLE,MOCTEZUMA,CALLE,MOCTEZUMA,20.0,,,,0.0,,PUEBLO,SAN MIGUEL TIPILEJO,,,,14500.0,9,Ciudad de México,12,Tlalpan,27,San Miguel Topilejo                                                                                           ,2028,22,,,,Fijo,19.20208292,-99.14085822,2024-11
10366040,09012621113006511000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,,TORRE II,PISO 3,308.0,SUITE 7,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2024-11
9732241,09012621111005271000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CIPRES,CALLE,EMILIANO ZAPATA,CALLE,CEDRAL,CALLE,JAZMIN,10.0,,,,,,COLONIA,EJIDOS DE SAN PEDRO MARTIR,,,,14640.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,2263,22,5555131826.0,,,Fijo,19.27156118,-99.16025226,2024-11
862358,09012621111001651000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,AVENIDA EL RIEGO,CALLE,AVENIDA ARBOLILLO,CALLE,CALLE DEL CARRIL,CALLE,AVENIDA SENDERO,104.0,,,,0.0,,COLONIA,RESIDENCIAL VILLA COAPA,,,,14390.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,483,3,5556717622.0,,,Fijo,19.29332193,-99.11976849,2010-07
10781417,09012621112000371000000000U3,CONSULTORIO MEDICO,DELEGACION TLALPAN ,621112,Consultorios de medicina general del sector público,0 a 5 personas,CALLE,SAN JUAN BOSCO,CALLE,RESPALDO DE SAN LORENZO,PRIVADA,SAN LORENZO,CERRADA,SAN LORENZO,20.0,,,,,,COLONIA,HUIPULCO,,,,14370.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,445,5,,,,Fijo,19.29748185,-99.149424,2024-11
862393,09012621111002201000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,ANDADOR,24,AVENIDA,PROLONGACION DIVISION DEL NORTE,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,ANDADOR,26,36.0,,,,2.0,,COLONIA,NARCISO MENDOZA,,,,14390.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,746,13,,,,Fijo,19.28723029,-99.12720321,2010-07
9112998,09012621111004921000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,YAQUIS,CALLE,CHONTALES,CALLE,TEPEHUANOS,CALLE,NAVAJOS,79.0,,,,0.0,,COLONIA,TLALCOLIGIA,,,,14430.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1104,16,,,,Fijo,19.27577292,-99.17201638,2019-11
935509,09012621113002041000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,EJE VIAL,2 ORIENTE AVENIDA CANAL DE MIRAMONTES,ANDADOR,LA TEJA,AVENIDA,LA GARITA,ANDADOR,2,3682.0,,,,,,UNIDAD HABITACIONAL,U H NARCISO MENDOZA VILLA COPA MZ 3,,,,14390.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,750,2,,,,Fijo,19.2894125,-99.12570666,2014-12
859006,09012621111000441000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,SAN MARCOS,CALLE,MARIANO ABASOLO,CALLE,BENITO JUAREZ,CALLE,CHILAPA,65.0,B,,,0.0,,COLONIA,TLALPAN CENTRO,,,,14000.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,943,4,,ARTUROMTZ1945@YAHOO.COM,,Fijo,19.28369439,-99.17084818,2010-07
858545,09012621111000741000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,TORRE 1,TORRE II,PISO 1,102.0,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,5556067448.0,,,Fijo,19.29617416,-99.16118248,2010-07
912293,09012621113003251000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CUAUHTEMOC,CALLE,PUENTE DE PIEDRA,CALLE,MOCTEZUMA,CALLE,MOCTEZUMA,150.0,,TORRE II,PISO 3,304.0,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29789004,-99.16048057,2014-12
913539,09012621111003091000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,BOCHIL,CALLE,ACANCEH,CALLE,CHEMAX,CALLE,BEKAL,,SN,,,,,COLONIA,LOMAS DE PADIERNA,,,,14020.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,638,23,5520708306.0,,,Fijo,19.29134393,-99.22501439,2014-12
8681420,09012621111004441000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,EMPRESA EJIDAL,CALLE,KIOSKO,CERRADA,TERCERA EMPRESA EJIDAL,CALLE,EMPRESA EJIDAL,0.0,SN,,,,,COLONIA,CRUZ DEL FAROL,,,,14248.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1462,41,5560528932.0,,,Fijo,19.26700098,-99.20644399,2019-11
10755728,09012621111005141000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,7 ORIENTE,CALLE,PRIMERA NORTE,PERIFERICO,BOULEVARD ADOLFO RUIZ CORTINES,CALLE,6 ORIENTE,27.0,,,,,,COLONIA,ISIDRO FABELA,,,,14030.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,163,14,,,,Fijo,19.30169103,-99.17037268,2024-11
912676,09012621111000291000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,INSURGENTES SUR,CALLE,NINGUNO,CALLE,CALLE DEL PARQUE,CALLE,NUEVA,3656.0,,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,PISO 1,104.0,,COLONIA,TLALPAN CENTRO,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,104,14000.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,375,18,,MORONESALBERTO@YAHOO.COM.MX,,Fijo,19.29436757,-99.18153184,2010-07
913021,09012621111002901000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,ACANCEH,CALLE,CANCUN,CALLE,CONTOY,CALLE,CHEMAX,0.0,SN,,,,,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,337,13,5514737832.0,ALMADANY-M@YAHOO.COM.MX,,Fijo,19.29071808,-99.22064769,2014-12
11004819,09012621111005011000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,CALZADA DEL HUESO,CALLE,INGENIO SAN GABRIEL,CALLE,INGENIO ABEJA CASASANO,CALLE,INGENIO SAN GABRIEL,713.0,,,,,,COLONIA,SEGUNDA SECCION GRANJAS COAPA,,,,14390.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,267,8,,,,Fijo,19.30121324,-99.11664413,2024-11
9691471,09012621111005131000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,ATICA,CALLE,YOBAIN,CALLE,HOPELCHEN,CALLE,ANSAR,112.0,,,,0.0,,COLONIA,BELVEDERE,,,,14720.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1513,3,,,,Fijo,19.26832681,-99.22574935,2024-11
912941,09012621111002491000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,HOPELCHEN,CALLE,YAXKUKUL,CALLE,TUNKAS,CALLE,IZAMAL,13.0,,,,0.0,,COLONIA,POPULAR SANTA TERESA,,,,14160.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1369,5,,VIDA.PLENA.1501@GMAIL.COM,,Fijo,19.29905001,-99.22431819,2014-12
11077896,09012621111005041000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,BELISARIO DOMINGUEZ,CALLE,JOAQUIN ROMO,CALLE,CORREGIDORA,CALLE,JOAQUIN ROMO,66.0,,,,,,BARRIO,CARAMAGUEY,,,,14267.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,360,6,,,,Fijo,19.29343519,-99.18039004,2024-11
912058,09012621113004271000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CUAUHTEMOC,CALLE,PUENTE DE PIEDRA,CALLE,MOCTEZUMA,CALLE,MOCTEZUMA,150.0,,,,301.0,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,5551716544.0,DGERZSO@HOTMAIL.COM,,Fijo,19.29789004,-99.16048057,2014-12
8602499,09012621111004471000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,COAPA,CALLE,LUIS GONZAGA INCLAN,CALLE,AJUSCO,CALLE,PEÑA POBRE,9.0,,EDIFICIO NOOX,PISO 1,205.0,,COLONIA,TORIELLO GUERRA,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO NOOX,205,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,411,17,5534952461.0,,,Fijo,19.29129336,-99.16151944,2019-11
857997,09012621111000231000000000U1,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,7 ORIENTE,CALLE,PRIMERA NORTE,PERIFERICO,BOULEVARD ADOLFO RUIZ CORTINES,CALLE,8 ORIENTE,60.0,,,,,,COLONIA,ISIDRO FABELA,,,,14030.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,163,10,,,,Fijo,19.30010373,-99.17028584,2010-07
11210431,09012621111005221000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,3 ORIENTE,CALLE,PRIMERA NORTE,CALLE,2 NORTE,CALLE,2 ORIENTE,45.0,,,,0.0,MZAN 25 LOTE 1,COLONIA,ISIDRO FABELA,,,,14030.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,159,6,,,,Fijo,19.30123029,-99.17286504,2024-11
11773089,09012621111005341000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,Maní,CALLE,Halacho,CALLE,Tenosique,CALLE,Sisal,7.0,MZ145 LT7,,,0.0,,COLONIA,PEDREGAL DE SAN NICOLAS 3RA SECCION,,,,,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,604,2,5537047752.0,,,Fijo,19.28548443,-99.23752097,2025-04
11403246,09012621113006341000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,TORRE 1,TORRE II,PISO 9,816.0,,COLONIA,TORIELLO GUERRA,"HOSPITAL, CENTRO MEDICO O CLINICA",MÉDICA SUR,916,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2024-11
7728749,09012621111004581000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,IZAMAL,CALLE,ACANCEH,CALLE,CHEMAX,CALLE,HOPELCHEN,133.0,MZ 133 NO,,,0.0,,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,337,16,5529642688.0,DRAMARIAINES123@HOTMAIL.COM,,Fijo,19.29098175,-99.22310207,2019-11
11765223,09012621111005401000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PUENTE DE PIEDRA,PRIVADA,XONTEPEC,CALLE,CUAUHTEMOC,CALLE,MOCTEZUMA,150.0,TORRE 1,TORRE II,PISO 3,311.0,,COLONIA,TORIELLO GUERRA,,,,14050.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,182,2,,,,Fijo,19.29617416,-99.16118248,2025-04
849980,09012621111002991000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,TIZIMIN,CALLE,IZAMAL,CALLE,HOPELCHEN,CALLE,ACANCEH,164.0,12,,,2.0,MZ 164 LT 2,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,642,17,,URIBESAMUEL76@GMAIL.COM,,Fijo,19.2891054,-99.2234186,2010-07
849879,09012621111002191000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,SEYE,CALLE,ACANCEH,CALLE,TIZIMIN,CALLE,POMUCH,272.0,,,,,MZ 155 LT 9,COLONIA,LOMAS DE PADIERNA,,,,14240.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,623,22,5528603357.0,,,Fijo,19.28948076,-99.229146,2010-07
1008855,09012621113004731000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,DILIGENCIAS,CERRADA,DILIGENCIAS,PRIVADA,169,CARRETERA,FEDERAL MEXICO-CUERNAVACA,169.0,,,,,,PUEBLO,SAN PEDRO MARTIR,,,,14650.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,1157,11,,,,Fijo,19.2705726,-99.16812833,2010-07
915233,09012621111003071000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MARIANO ESCOBEDO,CALLE,GENERAL PEDRO MARIA ANAYA,CALLE,MARIANO MATAMOROS,CALLE,NARCISO MENDOZA,4.0,,,,0.0,,COLONIA,SAN MIGUEL AJUSCO,,,,14700.0,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco                                                                                             ,1674,11,,,,Fijo,19.22600611,-99.20116259,2014-12
915874,09012621111004351000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CORREGIDORA,CALLE,CUAUHTEMOC,CALLE,XOCHITL,CALLE,CUAUHTEMOTZIN,33.0,,,,0.0,,COLONIA,MIGUEL HIDALGO 1RA SECC,,,,14260.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,676,4,,,,Fijo,19.28893012,-99.18422407,2014-12
9671460,09012621111005051000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MARIANO ESCOBEDO,CALLE,VICENTE GUERRERO,CALLE,GENERAL PEDRO MARIA ANAYA,CALLE,FRANCISCO JAVIER MINA,5.0,,,,,,PUEBLO,SAN MIGUEL AJUSCO,,,,14700.0,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco                                                                                             ,1528,27,,,,Fijo,19.22472204,-99.20081768,2024-11
917179,09012621111004201000000000U0,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,DILIGENCIAS,CALLE,TRES CRUCES,CALLE,XOCHITLA,CALLE,XITLE JARDIN,665.0,,,,0.0,,PUEBLO,SAN ANDRES TOTOLTEPEC,,,,14400.0,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,159A,13,,,,Fijo,19.2542954,-99.1790884,2010-07
