id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta,sector,tipo_establecimiento,distancia_vecino_mas_cercano_m,es_aislado
829272,09007621111007501000000000U0,CONSULTORIO DE MEDICINA INTEGRAL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PROSPERO GARCIA,CERRADA,ANDRES ANTELO,CERRADA,TERCERA PROSPERO GARCIA,AVENIDA,CANAL NACIONAL,21.0,,,,,,COLONIA,SANTA MARIA TOMATLAN,,,,9870.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1867,61,5536582021.0,DOSBENA@GMAIL.COM,,Fijo,19.32539598,-99.10188744,2010-07,Privado,Consultorio general privado,9.069813708226429,False
756355,09007464112001491010000000U8,CONSULTORIO DE MEDICO DIANA,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,CONSTITUCION DE APATZINGAN,CALLE,ITURBIDE,CALLE,ALDAMA,AVENIDA,REVOLUCION,10.0,,,,4.0,,COLONIA,TEPALCATES,,,,9210.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,36,20,,,,Fijo,19.38720098,-99.05532817,2010-07,Privado,Consultorio general privado,70.68536930570974,False
728582,09007621112000222001000000U8,CONSULTORIO DE SALUD BARRIAL DECISIONES DEL PUEBLO,CONSULTORIO DE SALUD BARRIAL DECISIONES DEL PUEBLO ,621112,Consultorios de medicina general del sector público,6 a 10 personas,AVENIDA,TEXCOCO,CALLE,ENCINOS,CALLE,PIRULES,CALLE,AHUEHUETES,,SIN NUMERO,,,0.0,SIN NUMER,COLONIA,SANTA MARTHA ACATITLA,,,,9160.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5766,1,5588336029.0,,,Fijo,19.3753436,-99.00566684,2014-12,Público,Consultorio general público,0.0,False
831203,09007622112000031010000000U2,CONSULTORIO DELEGACIONAL SAN MIGUEL TEOTONGO,EL GOBIERNO DEL DISTRITO FEDERAL ,621116,Clínicas de consultorios médicos del sector público,0 a 5 personas,CALLE,MANOLO MARTINEZ,CALLE,LOPEZ PORTILLO,CALLE,ARMILLITA,CALLE,ELOY CAVAZOS,,SN,,,,,COLONIA,SAN MIGUEL TEOTONGO,,,,9630.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2954,17,,,,Fijo,19.34320832,-98.98768555,2010-07,Público,Clínica pública,132.21951396451655,False
8604945,09007621111008391000000000U5,CONSULTORIO DOCTOR BENJA,VICTOR BENJAMIN CURIEL ENRIQUEZ SA DE CV,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MIGUEL HIDALGO,CALLE,LICENCIADO BRAULIO MALDONADO,CALLE,ARROYO FRIO,CALLE,EMILIANO ZAPATA (MORELOS),20.0,,,,,,COLONIA,CONSEJO AGRARISTA MEXICANO,,,,9760.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5450,7,5544939172.0,,,Fijo,19.32568515,-99.05768885,2019-11,Privado,Consultorio general privado,391.4364159101182,True
8257366,09007621111008461000000000U6,CONSULTORIO DOCTOR GALINDO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,RIO BRAVO,PERIFERICO,CANAL DE GARAY,AVENIDA,SANTA CRUZ,CALLE,RIO CONSULADO,3.0,,,,0.0,,COLONIA,PUENTE BLANCO,,,,9770.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1918,1,,,,Fijo,19.32763858,-99.06599031,2019-11,Privado,Consultorio general privado,84.93110855770486,False
9566347,09007621111010181000000000U6,CONSULTORIO DR ANDRADE,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CASCADA,CALLE,PRESIDENTES,CALLE,EMPERADORES,AVENIDA,PRESIDENTE PLUTARCO ELIAS CALLES,528.0,,,,,,COLONIA,BANJIDAL,,,,9450.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,642,18,,JANDRADEVALLEJO@YAHOO.COM,,Fijo,19.36510218,-99.13737343,2024-11,Privado,Consultorio general privado,129.0534700128387,False
804582,09007621111002001000000000U6,CONSULTORIO DR GUALBERTO MATEOS,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,LUIS HIDALGO MONROY,CALLE,MARCELINO T. BONET,EJE VIAL,5 ORIENTE (AVENIDA JAVIER ROJO GOMEZ),EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),207.0,,,,,,COLONIA,BARRIO SAN MIGUEL,,,,9360.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4927,6,5556860543.0,,,Fijo,19.35787151,-99.08518048,2010-07,Privado,Consultorio general privado,255.0904128400834,False
9522881,09007621111010051000000000U1,CONSULTORIO DR. MAYA,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,INGENIERO FELIX F PALAVICINI,CALLE,RAMON ROSS,CALLE,LICENCIADO HILARIO MEDINA,CALLE,DOCTOR Y GENERAL JOSE MARIA RODRIGUEZ,87.0,,,,,,COLONIA,CONSTITUCION DE 1917,,,,9260.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1443,8,5563226650.0,,,Fijo,19.35155377,-99.06221425,2024-11,Privado,Consultorio general privado,225.15107778616252,False
8305596,09007621111007821000063951S2,CONSULTORIO EN COMODATO,FUNDACION BEST AC,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,IGNACIO ALDAMA,CALLE,TRANSFIGURACION,CALLE,TATA JESUCRISTO,AVENIDA,EMILIANO ZAPATA,455.0,,,,,,COLONIA,BARRIO SAN ANTONIO,,,,9900.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2155,10,5552132431.0,,,Fijo,19.3029524,-99.07067781,2019-11,Privado,Consultorio general privado,80.90912123177064,False
9080049,09007621111009041000070734M5,CONSULTORIO FARMA SI,GISAME SA DE CV,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CENTAURO DEL NORTE,CALLE,DOMINGO ARRIETA,CALLE,FELIPE ANGELES,CALLE,BACHIMBA,10.0,A,,,0.0,,COLONIA,FRANCISCO VILLA,,,,9720.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,287A,19,,,,Fijo,19.33814952,-99.0592387,2019-11,Privado,Consultorio general privado,3.003901072138641,False
10406857,09007621111009591000000000U9,CONSULTORIO FUNDACION BET,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,TLAHUAC,PASAJE,BANDERA,CALLE,HERMANOS WRIGHT,ANDADOR,GABRIEL FAHRENHEIT,521.0,,,,,,BARRIO,SAN ANDRES TOMATLAN,,,,9070.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1852,22,,,,Fijo,19.32808978,-99.10423651,2024-11,Privado,Consultorio general privado,79.49384987647062,False
9721044,09007621111010071000000000U9,CONSULTORIO GENERAL,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,DIBUJANTES,CALZADA,SAN JUANICO,EJE VIAL,6 SUR (CARDIOLOGOS),CALLE,PRIVADA CRUCES,,SN,,,,,BARRIO,SAN JUANICO,,,,9430.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5272,9,,,,Fijo,19.37429117,-99.11979193,2024-11,Privado,Consultorio general privado,16.395018372824975,False
8253592,09007621111008011000000000U9,CONSULTORIO GENESIS,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,DE LAS TORRES,CALLE,CLAVEL,CALLE,NOGAL,AVENIDA,DEL ROSAL,50.0,MZ6,,,0.0,,COLONIA,SAN FRANCISCO APOLOCALCO,,,,9637.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4293,32,5528981619.0,,,Fijo,19.32850014,-98.97244128,2019-11,Privado,Consultorio general privado,314.2444721280678,False
667320,09007621111007751000000000U1,CONSULTORIO IAN,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,TLAXCANES,CALLE,PUENTETITLA,CERRADA,TACTUANI,CERRADA,PRIMERA SAN JUAN,2.0,,,,0.0,,COLONIA,RICARDO FLORES MAGON,,,,9820.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3740,6,5555814238.0,,,Fijo,19.35432435,-99.09899362,2010-07,Privado,Consultorio general privado,108.52578806523671,False
11141429,09007621111010081000000000U8,CONSULTORIO LA LUZ,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,SAN JUANICO,CALLE,5 DE MAYO,CALLE,PRIVADA CRUCES,CALLE,PRIVADA 5 DE MAYO,88.0,AB,,,,,BARRIO,SAN JUANICO,,,,9400.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5272,18,,,,Fijo,19.37396993,-99.11904681,2024-11,Privado,Consultorio general privado,85.93718721647014,False
835515,09007621111000691000000000U6,CONSULTORIO MEDI,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,5 DE MAYO,PRIVADA,JERICO,PRIVADA,GERANIO,CERRADA,CERRADA GALLARDIN,,SN,,,,,COLONIA,LOS ANGELES APANOAYA,,,,9710.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1621,1,,MARCIALFRANCISCOMORALES@HOTMAIL.COM.MX,,Fijo,19.33982267,-99.06137924,2010-07,Privado,Consultorio general privado,194.8790514566087,False
9510589,09007621111009671000000000U9,CONSULTORIO MEDICI,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,6.0,E,6E,PLANTA BAJA,4.0,,UNIDAD HABITACIONAL,XOPA,,,,9080.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,924,19,5525856665.0,,,Fijo,19.36024093,-99.12468356,2024-11,Privado,Consultorio general privado,207.02751360869846,False
656686,09007621111005431000000000U2,CONSULTORIO MEDICINA GENERAL MARTHA,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,AGUSTIN YAÑEZ,CALLE,SUR 107-A,CALLE,SUR 109,CALLE,ALFONSO TORO,603.0,,,,0.0,,COLONIA,SECTOR POPULAR,,,,9060.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,695,14,,MARTHAPATRICIALOERASERNA@GMAIL.COM,,Fijo,19.36556966,-99.11646501,2010-07,Privado,Consultorio general privado,143.67519647543313,False
10041191,09007621113002181000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,,SN,BACO,PISO 2,204.0,,UNIDAD HABITACIONAL,FUENTES DE ZARAGOZA,,,,9510.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5094,25,,,,Fijo,19.36955458,-99.00777207,2024-11,Privado,Consultorio general privado,253.0198846087027,False
777072,09007621111004771000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CAYETANO ANDRADE,CALLE,ELPIDIO CANALES,CALLE,JOSE PEON DEL VALLE,CALLE,ESCUADRON TRUJANO,32.0,LT256,,,0.0,,COLONIA,SANTA MARTHA ACATITLA SUR,,,,9230.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,619,17,,,,Fijo,19.36971992,-99.0235437,2010-07,Privado,Consultorio general privado,48.04080524048333,False
776981,09007621111003981000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,JOSE DEL RIO,CALLE,LUIS GARCIA,CALLE,EMILIO MADERO,CALLE,SANTIAGO DE LA VEGA,85.0,LT 29,,,,,COLONIA,SANTA MARTHA ACATITLA SUR,,,,9530.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,619,2,5557452358.0,,,Fijo,19.37197757,-99.02014068,2010-07,Privado,Consultorio general privado,287.0857635377211,False
11651229,09007621111010251000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,AGUSTIN YAÑEZ,CALLE,GENERAL ANTONIO CARDENAS RODRIGUEZ,CALLE,SUR 113-A,CALLE,ALFONSO TORO,603.0,B,,,,,COLONIA,SECTOR POPULAR,,,,9060.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,708,19,,RAFAELZM_1961@HOTMAIL.COM,,Fijo,19.36531625,-99.11416002,2024-11,Privado,Consultorio general privado,146.16067059837806,False
10303079,09007621111010371000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,DEL VERGEL,CALLE,CASIMIRO CHOVEL,CALLE,ANDRES BARRAZA,CALLE,FRANCISCO QUINTANILLA,0.0,SN,,,0.0,,COLONIA,LAS PEÑAS,,,,9750.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4039,21,,,,Fijo,19.33618743,-99.0541496,2024-11,Privado,Consultorio general privado,253.1388552349729,False
736433,09007621113001821000000000U4,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALZADA,DEL VERGEL,CALLE,JOSE COLIN,AVENIDA,INSURGENTES,AVENIDA,INSURGENTES,8.0,MZ 13,,,0.0,,COLONIA,LA HERA,,,,9720.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2884,26,,,,Fijo,19.33831378,-99.05179151,2014-12,Privado,Consultorio general privado,132.55762458946532,False
711763,09007621113001731000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,RETORNO 506,CALLE,NINGUNO,CALLE,RETORNO 505 DE EMILIANO ZAPATA,CALLE,RETORNO 507 DE EMILIANO ZAPATA,7.0,A,,,0.0,,COLONIA,UNIDAD MODELO,,,,9089.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,091A,36,5556976326.0,RICARDO19501007@YAHOO.COM.MX,,Fijo,19.36136983,-99.12311426,2014-12,Privado,Consultorio general privado,67.54017808381494,False
712063,09007621111006651000000000U4,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MELCHOR OCAMPO,AVENIDA,APATLACO,EJE VIAL,5 SUR (SANTA MARIA LA PURISIMA),CALLE,DIBUJANTES,4.0,A,,,,,COLONIA,APATLACO,,,,9430.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,322,7,5556340141.0,,,Fijo,19.38156789,-99.11888875,2014-12,Privado,Consultorio general privado,284.8831259556832,False
8377208,09007464111018211000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,5 DE MAYO,CALLE,PRIVADA VICTORIA,CALLE,ITURBIDE,CALLE,VICTORIA,88.0,,,,0.0,,BARRIO,SAN LUCAS,,,,9000.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,977,11,2589045190.0,,,Fijo,19.3616493,-99.09579167,2019-11,Privado,Consultorio general privado,148.42478981449722,False
711706,09007621111006821000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,SUR 99 A,CALLE,RODOLFO USIGLI,CALLE,ATANASIO G. SARABIA,CALLE,SUR 101,413.0,,,,0.0,,COLONIA,HEROES DE CHURUBUSCO,,,,9090.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,939,22,,EDUARDO_DOMINGUEZ@HOTMAIL.COM,,Fijo,19.36201228,-99.12162913,2014-12,Privado,Consultorio general privado,58.016180574513605,False
11342943,09007621111010091000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,DIBUJANTES,CALZADA,SAN JUANICO,EJE VIAL,6 SUR (CARDIOLOGOS),CALLE,PRIVADA CRUCES,174.0,,,,,,BARRIO,SAN JUANICO,,,,9430.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5272,9,,,,Fijo,19.3744356,-99.11976049,2024-11,Privado,Consultorio general privado,16.395018372824975,False
713388,09007621111005551000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,SUR 111 A,AVENIDA,AGUSTIN YAÑEZ,CALLE,RODOLFO USIGLI,CALLE,SUR 113,527.0,,,,0.0,,COLONIA,SECTOR POPULAR,,,,9060.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,695,12,5555818632.0,SILVIOERNESTOESCUDEROTREJO@GMAIL.COM,,Fijo,19.36442529,-99.1151844,2014-12,Privado,Consultorio general privado,146.16067059837806,False
10239780,09007621111009401000000000U1,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CIRCUITO,INTERIOR AVENIDA RIO CHURUBUSCO,CERRADA,PROYECTISTAS,CALLE,DIBUJANTES,CERRADA,NINGUNO,626.0,,,,,,COLONIA,SAN JUANICO,,,,9400.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5287,1,,,,Fijo,19.36966065,-99.12126788,2024-11,Privado,Consultorio general privado,185.613145932219,False
10845104,09007621111005691000000000U1,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,VICENTE GUERRERO,CALZADA,DEL VERGEL,CALLE,NICOLAS BRAVO,CALLE,PORFIRIO DIAZ,2.0,,,,,,COLONIA,PRESIDENTES DE MEXICO,,,,9740.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,287A,16,,,,Fijo,19.33321482,-99.05698954,2024-11,Privado,Consultorio general privado,80.23387060767858,False
667281,09007621111005961000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PRIVADA ERMITA IZTAPALAPA,CALLE,TLACOSITILUYAC,CALZADA,AMPLIACION ERMITA IZTAPALAPA,CERRADA,PUENTE TITLA,14.0,,,,0.0,,COLONIA,AMPLIACION RICARDO FLORES MAGON,,,,9828.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3740,5,5554571901.0,MAGRANADOSLUNA@PRODIGY.NET.MX,,Fijo,19.35442252,-99.10002283,2010-07,Privado,Consultorio general privado,107.04935606964915,False
9684332,09007621111009351000000000U8,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,PLAN DE SAN LUIS,CALLE,MANUEL AVILA CAMACHO,CALLE,VICENTE GUERRERO,AVENIDA,CIRCUNVALACION,9.0,,,,0.0,,EJIDO,SANTA MARIA AZTAHUACAN,,,,9500.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1513,11,,,,Fijo,19.35348615,-99.02916873,2024-11,Privado,Consultorio general privado,157.79828404156024,False
10478147,09007621111009341000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CANAL HOUSTON,CALLE,CANAL DE BRUJAS,CALLE,CANAL BRUSELAS,CALLE,CANAL DE SUEZ,,SN,,,,,COLONIA,INSURGENTES,,,,9750.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4768,13,,,,Fijo,19.32894975,-99.0531629,2024-11,Privado,Consultorio general privado,160.3082084458275,False
802013,09007621111000661000000000U9,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,ANDADOR,JOSE BRITO,AVENIDA,CONGRESO DE CHILPANCINGO SUR,CALLE,RETORNO ECATEPEC,AVENIDA,CONGRESO DE CHILPANCINGO SUR,0.0,SN,,,0.0,,UNIDAD HABITACIONAL,ERMITA ZARAGOZA,,,,9180.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2494,20,5557328577.0,,,Fijo,19.36483722,-99.00077586,2010-07,Privado,Consultorio general privado,196.06940862015117,False
10202471,09007621111009381000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MANUEL GONZALEZ,AVENIDA,BENITO JUAREZ,CALZADA,DEL VERGEL,CALLE,VICENTE GUERRERO,20.0,MAZ 40,,,0.0,,COLONIA,PRESIDENTES DE MEXICO,,,,9740.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,287A,17,,,,Fijo,19.33190254,-99.05718571,2024-11,Privado,Consultorio general privado,142.93997307049423,False
777705,09007621111007191000000000U0,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,ESCUADRON TRUJANO,CALLE,ELPIDIO CANALES,CALLE,JOSE PEON DEL VALLE,CALLE,CAYETANO ANDRADE,32.0,,,,0.0,,COLONIA,SANTA MARTHA ACATITLA SUR,,,,9230.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,619,17,5585323105.0,,,Fijo,19.36932569,-99.02373106,2010-07,Privado,Consultorio general privado,48.04080524048333,False
822247,09007621111002261000000000U6,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,2,CALLE,ESTRELLA,CALLE,CARRIL,OTRO(ESPECIFIQUE),NINGUNO,33.0,,,,0.0,,COLONIA,SAN JUAN XALPA,,,,9850.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3990,42,,,,Fijo,19.33758554,-99.0830491,2010-07,Privado,Consultorio general privado,86.16103951175344,False
9688595,09007621113002391000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,AGRICULTORES,CALLE,SILOS,CALLE,SUR 125,CALLE,CAMPESINOS,325.0,,,,,,COLONIA,LOS CIPRESES,,,,9810.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1195,1,5523245583.0,,,Fijo,19.35448732,-99.10886213,2024-11,Privado,Consultorio general privado,139.02736901584495,False
822144,09007621211011731010000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,11,CALLE,ESTRELLA,CALLE,CARRIL,AVENIDA,11,26.0,,,,0.0,,COLONIA,UNIDAD HABITACIONAL SAN JUAN XALPA,,,,9850.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,5709,27,,,,Fijo,19.33776668,-99.08067304,2010-07,Privado,Consultorio general privado,188.58620986275227,False
8612870,09007621111008561000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,SENTIMIENTOS DE LA NACION,ANDADOR,FRANCISCO ARGANDAR,ANDADOR,NINGUNO,CALLE,SANTIAGO SANCHEZ,,AGRUPAMIENTO 4 CASA1,,,,,UNIDAD HABITACIONAL,ERMITA ZARAGOZA,,,,9180.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2494,7,,,,Fijo,19.36648729,-99.00272532,2019-11,Privado,Consultorio general privado,75.20944943935064,False
822920,09007621111006151000000000U5,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,BILBAO,CALLE,CEREZO,CALLE,OLIVOS,CALLE,SABADEL,21.0,,,,0.0,,COLONIA,SAN JUAN XALPA,,,,9850.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,522A,1,5619959846.0,,,Fijo,19.33017903,-99.08718588,2010-07,Privado,Consultorio general privado,319.91467723776236,False
834170,09007621113000521000000000U1,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MORAS,AVENIDA,DEL ARBOL,AVENIDA,3,CALLE,AZUCENA,4.0,M34,,,0.0,,CIUDAD,LOMAS DE SAN LORENZO,,,,9780.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4185,24,5558454773.0,,,Fijo,19.31789334,-99.06092044,2010-07,Privado,Consultorio general privado,138.1880439425137,False
815160,09007621111005761000000000U2,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,MARTE,CALLE,JOSEFA ORTIZ,AVENIDA,CARLOS HANK GONZALEZ,CALLE,ECLIPSE,6.0,MZ 28,,,,,COLONIA,LOMAS DE LA ESTANCIA,,,,9640.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3100,42,5527423244.0,,,Fijo,19.33704273,-99.00548335,2010-07,Privado,Consultorio general privado,74.458887069269,False
815177,09007621111005012001000000U0,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,CAÑADA,CERRADA,PLANETA,CALLE,UNIVERSO,CALLE,ESPACIAL,82.0,MZ 25,,,,,COLONIA,LOMAS DE LA ESTANCIA,,,,9640.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,3346,1,,,,Fijo,19.33590961,-99.004753,2010-07,Privado,Consultorio general privado,10.259209625710765,False
798228,09007621111003511000000000U3,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,AVENIDA,SAMUEL GOMPERS,CALLE,5 CASIMIRO DEL VALLE,CALLE,73,CALLE,6 CASIMIRO DEL VALLE,193.0,D,,,4.0,,UNIDAD HABITACIONAL,VICENTE GUERRERO,,,,9200.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4734,30,,,,Fijo,19.35079414,-99.0493993,2010-07,Privado,Consultorio general privado,103.48381449401029,False
9817811,09007621111009651000000000S1,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,CANAL DE SUEZ,CALLE,CANAL CALEDONIO,CALLE,CANAL BRUSELAS,CERRADA,CANAL ELBA TRABE,7.0,,,,,,COLONIA,INSURGENTES,,,,9750.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,4768,2,,,,Fijo,19.33048329,-99.05286738,2024-11,Privado,Consultorio general privado,173.31820884390498,False
798380,09007621111004231000000000U7,CONSULTORIO MEDICO,,621111,Consultorios de medicina general del sector privado,0 a 5 personas,CALLE,41,AVENIDA,8,AVENIDA,SAMUEL GOMPERS,CALLE,43,120.0,,,,0.0,,COLONIA,SANTA CRUZ MEYEHUALCO,,,,9700.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1316,35,5512951895.0,CARO_MEDICO@YAHOO.COM.MX,,Fijo,19.3491999,-99.04182569,2010-07,Privado,Consultorio general privado,145.4144152321383,False
